2026-07-03 12:50:56,721 | INFO     | trading_bot | Sending order request: {'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': 0.01}
2026-07-03 12:50:56,722 | INFO     | trading_bot | [DRY-RUN] Simulated order response: {'orderId': 18247897, 'symbol': 'BTCUSDT', 'status': 'FILLED', 'clientOrderId': 'dryrun_1783083056', 'price': '0.00', 'avgPrice': '0.00', 'origQty': '0.01', 'executedQty': '0.01', 'side': 'BUY', 'type': 'MARKET', 'timeInForce': 'GTC', 'updateTime': 1783083056722}
2026-07-03 12:51:00,751 | INFO     | trading_bot | Sending order request: {'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'LIMIT', 'quantity': 0.02, 'price': 68500.5, 'timeInForce': 'GTC'}
2026-07-03 12:51:00,751 | INFO     | trading_bot | [DRY-RUN] Simulated order response: {'orderId': 95690197, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'dryrun_1783083060', 'price': '68500.50', 'avgPrice': '0.00', 'origQty': '0.02', 'executedQty': '0', 'side': 'SELL', 'type': 'LIMIT', 'timeInForce': 'GTC', 'updateTime': 1783083060751}
2026-07-03 12:51:09,618 | WARNING  | trading_bot | Validation failed for order input: 'BTC' doesn't look like a valid futures symbol (e.g. BTCUSDT).
2026-07-04 12:40:36,782 | INFO     | trading_bot | Sending order request: {'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': 0.01}
2026-07-04 12:40:36,783 | INFO     | trading_bot | [DRY-RUN] Simulated order response: {'orderId': 72703955, 'symbol': 'BTCUSDT', 'status': 'FILLED', 'clientOrderId': 'dryrun_1783149036', 'price': '0.00', 'avgPrice': '0.00', 'origQty': '0.01', 'executedQty': '0.01', 'side': 'BUY', 'type': 'MARKET', 'timeInForce': 'GTC', 'updateTime': 1783149036783}
2026-07-04 12:40:46,295 | INFO     | trading_bot | Sending order request: {'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'LIMIT', 'quantity': 0.01, 'price': 68000.0, 'timeInForce': 'GTC'}
2026-07-04 12:40:46,295 | INFO     | trading_bot | [DRY-RUN] Simulated order response: {'orderId': 79385160, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'dryrun_1783149046', 'price': '68000.00', 'avgPrice': '0.00', 'origQty': '0.01', 'executedQty': '0', 'side': 'SELL', 'type': 'LIMIT', 'timeInForce': 'GTC', 'updateTime': 1783149046295}
